,CARD_SIDO_NM,avg_temp,precipitation,avg_relative_humidity,year,month
18126,제주,11.8,0.0,63.5,2019,02
18127,서울,-2.1,0.0,45.5,2019,02
18128,부산,8.3,0.0,45.0,2019,02
18129,대구,3.9,0.0,41.0,2019,02
18130,광주,2.5,0.0,59.1,2019,02
18131,인천,-2.9,0.0,49.3,2019,02
18132,대전,1.8,0.0,56.0,2019,02
18133,울산,6.3,0.0,44.6,2019,02
18134,경기,-0.9,0.0,50.4,2019,02
18135,강원,1.9,0.0,63.4,2019,02
18136,충북,1.1,0.0,48.1,2019,02
18137,충남,-1.3,0.0,55.6,2019,02
18138,전북,2.0,0.0,58.1,2019,02
18139,전남,6.0,0.0,52.3,2019,02
18140,경북,5.8,0.0,43.6,2019,02
18141,경남,5.8,0.0,48.0,2019,02
18142,제주,6.5,0.0,70.5,2019,02
18143,서울,-6.1,0.0,31.5,2019,02
18144,부산,3.2,0.0,40.0,2019,02
18145,대구,-0.1,0.0,26.6,2019,02
18146,광주,-0.9,0.0,35.0,2019,02
18147,인천,-6.8,0.0,37.5,2019,02
18148,대전,-3.3,0.0,39.8,2019,02
18149,울산,0.9,0.0,41.6,2019,02
18150,경기,-5.1,0.0,38.8,2019,02
18151,강원,-1.5,0.0,39.9,2019,02
18152,충북,-4.2,0.0,36.9,2019,02
18153,충남,-4.9,0.0,53.8,2019,02
18154,전북,-2.5,0.0,46.9,2019,02
18155,전남,2.5,0.0,33.9,2019,02
18156,경북,0.1,0.0,47.9,2019,02
18157,경남,0.6,0.0,27.1,2019,02
18158,제주,3.4,0.0,55.3,2019,02
18159,서울,-5.4,0.0,30.0,2019,02
18160,부산,2.5,0.0,28.5,2019,02
18161,대구,0.2,0.0,22.5,2019,02
18162,광주,-1.1,0.0,47.4,2019,02
18163,인천,-5.2,0.0,36.8,2019,02
18164,대전,-2.7,0.0,46.5,2019,02
18165,울산,1.1,0.0,28.5,2019,02
18166,경기,-4.2,0.0,31.8,2019,02
18167,강원,-0.5,0.0,35.4,2019,02
18168,충북,-3.7,0.0,32.9,2019,02
18169,충남,-3.6,0.0,49.6,2019,02
18170,전북,-2.0,0.0,48.8,2019,02
18171,전남,1.2,0.0,35.8,2019,02
18172,경북,0.8,0.0,25.4,2019,02
18173,경남,0.7,0.0,23.4,2019,02
18174,제주,3.0,0.0,60.4,2019,02
18175,서울,-5.0,0.0,31.3,2019,02
18176,부산,4.0,0.0,48.0,2019,02
18177,대구,1.0,0.0,29.3,2019,02
18178,광주,-1.2,0.0,35.5,2019,02
18179,인천,-5.1,0.0,37.9,2019,02
18180,대전,-2.4,0.0,36.9,2019,02
18181,울산,1.9,0.0,53.3,2019,02
18182,경기,-4.3,0.0,41.1,2019,02
18183,강원,-0.6,0.0,46.6,2019,02
18184,충북,-3.8,0.0,41.9,2019,02
18185,충남,-3.9,0.0,46.8,2019,02
18186,전북,-1.8,0.0,46.4,2019,02
18187,전남,2.5,0.0,39.4,2019,02
18188,경북,1.6,0.0,47.3,2019,02
18189,경남,1.8,0.0,37.4,2019,02
18190,제주,3.1,0.0,56.1,2019,02
18191,서울,-3.0,0.0,34.9,2019,02
18192,부산,2.9,0.0,29.9,2019,02
18193,대구,0.6,0.0,27.8,2019,02
18194,광주,-0.1,0.0,51.4,2019,02
18195,인천,-2.6,0.0,40.3,2019,02
18196,대전,-1.7,0.0,47.9,2019,02
18197,울산,1.5,0.0,30.8,2019,02
18198,경기,-2.5,0.0,44.0,2019,02
18199,강원,1.3,0.0,20.4,2019,02
18200,충북,-2.5,0.0,38.1,2019,02
18201,충남,-2.8,0.0,55.6,2019,02
18202,전북,-1.0,0.0,54.0,2019,02
18203,전남,1.3,0.0,44.0,2019,02
18204,경북,1.4,0.0,24.1,2019,02
18205,경남,1.2,0.0,30.8,2019,02
18206,제주,3.7,0.0,61.5,2019,02
18207,서울,-0.6,0.0,35.5,2019,02
18208,부산,4.0,0.0,33.1,2019,02
18209,대구,1.5,0.0,37.4,2019,02
18210,광주,1.5,0.0,55.5,2019,02
18211,인천,-0.8,0.0,46.9,2019,02
18212,대전,-0.3,0.0,54.6,2019,02
18213,울산,2.4,0.0,35.0,2019,02
18214,경기,-0.1,0.0,47.6,2019,02
18215,강원,1.4,0.0,31.4,2019,02
18216,충북,-1.6,0.0,50.4,2019,02
18217,충남,-1.1,0.0,63.0,2019,02
18218,전북,0.4,0.0,62.5,2019,02
18219,전남,3.0,0.0,48.8,2019,02
18220,경북,1.7,0.0,34.3,2019,02
18221,경남,2.2,0.0,36.0,2019,02
18222,제주,5.7,0.0,55.3,2019,02
18223,서울,-2.1,0.0,26.6,2019,02
18224,부산,4.6,0.0,31.8,2019,02
18225,대구,2.6,0.0,28.3,2019,02
18226,광주,1.9,0.0,45.6,2019,02
18227,인천,-2.4,0.0,32.5,2019,02
18228,대전,-0.3,0.0,43.8,2019,02
18229,울산,3.4,0.0,30.6,2019,02
18230,경기,-1.4,0.0,34.8,2019,02
18231,강원,0.2,0.0,33.6,2019,02
18232,충북,-2.1,0.0,41.8,2019,02
18233,충남,-1.7,0.0,50.1,2019,02
18234,전북,0.8,0.0,47.3,2019,02
18235,전남,4.6,0.0,42.3,2019,02
18236,경북,2.0,0.0,37.9,2019,02
18237,경남,3.2,0.0,31.0,2019,02
18238,제주,6.8,0.0,51.3,2019,02
18239,서울,-0.5,0.0,24.3,2019,02
18240,부산,5.2,0.0,54.5,2019,02
18241,대구,2.1,0.0,52.1,2019,02
18242,광주,2.3,0.0,36.1,2019,02
18243,인천,-1.8,0.0,36.6,2019,02
18244,대전,1.5,0.0,41.1,2019,02
18245,울산,2.3,0.0,70.9,2019,02
18246,경기,-0.2,0.0,35.1,2019,02
18247,강원,-0.2,0.0,63.3,2019,02
18248,충북,-0.6,0.0,54.6,2019,02
18249,충남,-1.2,0.0,48.4,2019,02
18250,전북,1.3,0.0,45.8,2019,02
18251,전남,4.3,0.0,42.1,2019,02
18252,경북,1.3,0.0,76.0,2019,02
18253,경남,3.2,0.0,46.8,2019,02
18254,제주,5.6,0.0,58.3,2019,02
18255,서울,-0.8,0.0,72.8,2019,02
18256,부산,6.3,0.0,62.9,2019,02
18257,대구,4.1,0.0,54.4,2019,02
18258,광주,2.5,0.0,56.8,2019,02
18259,인천,-1.0,0.0,81.1,2019,02
18260,대전,1.7,0.0,59.8,2019,02
18261,울산,4.9,0.0,69.3,2019,02
18262,경기,-0.6,0.0,81.6,2019,02
18263,강원,3.0,0.0,49.8,2019,02
18264,충북,0.5,0.0,64.8,2019,02
18265,충남,-0.2,0.0,78.3,2019,02
18266,전북,1.6,0.0,68.6,2019,02
18267,전남,5.5,0.0,53.1,2019,02
18268,경북,4.2,0.0,57.5,2019,02
18269,경남,4.6,0.0,65.8,2019,02
18270,제주,6.4,0.0,71.4,2019,02
18271,서울,-2.7,0.0,59.0,2019,02
18272,부산,3.2,0.0,42.8,2019,02
18273,대구,1.0,0.0,45.9,2019,02
18274,광주,0.3,0.0,59.8,2019,02
18275,인천,-2.4,0.0,61.5,2019,02
18276,대전,-0.7,0.0,64.5,2019,02
18277,울산,1.9,0.0,47.5,2019,02
18278,경기,-1.7,0.0,65.4,2019,02
18279,강원,0.9,0.0,38.6,2019,02
18280,충북,-2.1,0.0,61.4,2019,02
18281,충남,-2.1,0.0,66.4,2019,02
18282,전북,-0.2,0.0,68.4,2019,02
18283,전남,2.0,0.0,52.0,2019,02
18284,경북,1.4,0.0,43.3,2019,02
18285,경남,2.0,0.0,44.5,2019,02
18286,제주,4.2,0.0,63.1,2019,02
18287,서울,-1.8,0.0,47.4,2019,02
18288,부산,3.2,0.0,30.9,2019,02
18289,대구,1.8,0.0,31.6,2019,02
18290,광주,1.1,0.0,48.4,2019,02
18291,인천,-1.1,0.0,55.5,2019,02
18292,대전,-0.7,0.0,55.9,2019,02
18293,울산,2.0,0.0,31.4,2019,02
18294,경기,-1.9,0.0,57.5,2019,02
18295,강원,2.7,0.0,29.0,2019,02
18296,충북,-2.4,0.0,54.6,2019,02
18297,충남,-2.9,0.0,64.0,2019,02
18298,전북,-0.3,0.0,61.6,2019,02
18299,전남,2.7,0.0,39.8,2019,02
18300,경북,1.5,0.0,33.9,2019,02
18301,경남,1.4,0.0,35.6,2019,02
18302,제주,4.4,0.0,58.5,2019,02
18303,서울,0.9,0.0,43.5,2019,02
18304,부산,6.5,0.0,28.3,2019,02
18305,대구,4.9,0.0,27.3,2019,02
18306,광주,2.6,0.0,50.6,2019,02
18307,인천,0.6,0.0,56.5,2019,02
18308,대전,1.9,0.0,52.8,2019,02
18309,울산,5.5,0.0,28.4,2019,02
18310,경기,0.3,0.0,65.3,2019,02
18311,강원,5.7,0.0,30.4,2019,02
18312,충북,-0.3,0.0,55.5,2019,02
18313,충남,0.1,0.0,59.5,2019,02
18314,전북,1.9,0.0,61.1,2019,02
18315,전남,4.7,0.0,47.6,2019,02
18316,경북,5.2,0.0,34.6,2019,02
18317,경남,4.1,0.0,34.4,2019,02
18318,제주,7.1,0.0,68.3,2019,02
18319,서울,1.4,0.0,80.8,2019,02
18320,부산,7.1,0.0,89.9,2019,02
18321,대구,3.6,0.0,87.0,2019,02
18322,광주,3.9,0.0,95.6,2019,02
18323,인천,1.3,0.0,87.3,2019,02
18324,대전,2.2,0.0,94.1,2019,02
18325,울산,5.1,0.0,94.8,2019,02
18326,경기,1.1,0.0,96.0,2019,02
18327,강원,3.9,0.0,73.1,2019,02
18328,충북,0.8,0.0,90.8,2019,02
18329,충남,0.3,0.0,95.0,2019,02
18330,전북,3.0,0.0,98.8,2019,02
18331,전남,6.0,0.0,89.5,2019,02
18332,경북,4.6,0.0,86.3,2019,02
18333,경남,3.9,0.0,93.0,2019,02
18334,제주,9.3,0.0,87.0,2019,02
18335,서울,1.7,0.0,67.8,2019,02
18336,부산,5.6,0.0,54.3,2019,02
18337,대구,3.8,0.0,57.4,2019,02
18338,광주,3.4,0.0,73.0,2019,02
18339,인천,2.0,0.0,71.6,2019,02
18340,대전,1.9,0.0,80.6,2019,02
18341,울산,4.7,0.0,56.5,2019,02
18342,경기,1.5,0.0,79.9,2019,02
18343,강원,4.3,0.0,47.9,2019,02
18344,충북,1.8,0.0,72.9,2019,02
18345,충남,1.3,0.0,80.6,2019,02
18346,전북,2.8,0.0,83.3,2019,02
18347,전남,5.4,0.0,57.9,2019,02
18348,경북,4.1,0.0,55.0,2019,02
18349,경남,4.1,0.0,62.1,2019,02
18350,제주,6.9,0.0,68.3,2019,02
18351,서울,2.4,0.0,59.4,2019,02
18352,부산,6.9,0.0,56.5,2019,02
18353,대구,3.7,0.0,60.1,2019,02
18354,광주,4.2,0.0,62.8,2019,02
18355,인천,2.1,0.0,63.0,2019,02
18356,대전,2.1,0.0,72.4,2019,02
18357,울산,5.3,0.0,64.9,2019,02
18358,경기,0.9,0.0,75.8,2019,02
18359,강원,5.3,0.0,51.6,2019,02
18360,충북,0.4,0.0,76.4,2019,02
18361,충남,0.5,0.0,76.6,2019,02
18362,전북,2.6,0.0,77.3,2019,02
18363,전남,5.7,0.0,58.5,2019,02
18364,경북,4.4,0.0,63.3,2019,02
18365,경남,4.7,0.0,58.6,2019,02
18366,제주,7.1,0.0,62.0,2019,02
18367,서울,4.0,0.0,56.1,2019,02
18368,부산,9.0,0.0,60.1,2019,02
18369,대구,6.0,0.0,54.3,2019,02
18370,광주,5.4,0.0,60.6,2019,02
18371,인천,3.1,0.0,66.6,2019,02
18372,대전,3.6,0.0,66.1,2019,02
18373,울산,7.3,0.0,65.1,2019,02
18374,경기,2.3,0.0,75.1,2019,02
18375,강원,6.1,0.0,51.3,2019,02
18376,충북,1.0,0.0,73.0,2019,02
18377,충남,1.7,0.0,70.0,2019,02
18378,전북,3.9,0.0,76.1,2019,02
18379,전남,7.8,0.0,58.3,2019,02
18380,경북,5.3,0.0,65.9,2019,02
18381,경남,6.5,0.0,60.4,2019,02
18382,제주,8.3,0.0,71.0,2019,02
18383,서울,6.8,0.0,41.0,2019,02
18384,부산,9.2,0.0,55.1,2019,02
18385,대구,5.6,0.0,65.0,2019,02
18386,광주,7.2,0.0,55.8,2019,02
18387,인천,6.3,0.0,54.9,2019,02
18388,대전,5.5,0.0,58.9,2019,02
18389,울산,7.2,0.0,64.8,2019,02
18390,경기,4.9,0.0,62.5,2019,02
18391,강원,4.9,0.0,56.0,2019,02
18392,충북,4.1,0.0,62.8,2019,02
18393,충남,4.2,0.0,66.1,2019,02
18394,전북,6.0,0.0,66.8,2019,02
18395,전남,8.4,0.0,60.8,2019,02
18396,경북,4.7,0.0,68.9,2019,02
18397,경남,7.2,0.0,56.6,2019,02
18398,제주,9.3,0.0,62.3,2019,02
18399,서울,6.3,0.0,45.0,2019,02
18400,부산,9.0,0.0,54.3,2019,02
18401,대구,6.9,0.0,56.1,2019,02
18402,광주,8.0,0.0,61.0,2019,02
18403,인천,5.2,0.0,65.8,2019,02
18404,대전,6.7,0.0,63.4,2019,02
18405,울산,7.1,0.0,64.4,2019,02
18406,경기,5.0,0.0,66.8,2019,02
18407,강원,9.5,0.0,34.4,2019,02
18408,충북,4.4,0.0,62.4,2019,02
18409,충남,3.5,0.0,76.8,2019,02
18410,전북,7.3,0.0,63.1,2019,02
18411,전남,8.9,0.0,62.3,2019,02
18412,경북,7.9,0.0,49.1,2019,02
18413,경남,7.1,0.0,64.0,2019,02
18414,제주,11.0,0.0,54.8,2019,02
18415,서울,4.7,0.0,55.8,2019,02
18416,부산,10.8,0.0,50.6,2019,02
18417,대구,9.2,0.0,48.5,2019,02
18418,광주,6.6,0.0,56.8,2019,02
18419,인천,3.6,0.0,67.6,2019,02
18420,대전,5.7,0.0,57.6,2019,02
18421,울산,9.1,0.0,59.1,2019,02
18422,경기,3.8,0.0,74.3,2019,02
18423,강원,7.9,0.0,36.5,2019,02
18424,충북,4.1,0.0,60.1,2019,02
18425,충남,2.2,0.0,76.3,2019,02
18426,전북,5.0,0.0,76.8,2019,02
18427,전남,9.4,0.0,52.4,2019,02
18428,경북,8.6,0.0,54.8,2019,02
18429,경남,8.9,0.0,58.0,2019,02
18430,제주,9.4,0.0,56.4,2019,02
18431,서울,5.2,0.0,32.8,2019,02
18432,부산,10.9,0.0,57.5,2019,02
18433,대구,8.1,0.0,51.8,2019,02
18434,광주,6.8,0.0,44.0,2019,02
18435,인천,4.7,0.0,46.0,2019,02
18436,대전,5.3,0.0,46.0,2019,02
18437,울산,8.8,0.0,63.3,2019,02
18438,경기,4.2,0.0,57.6,2019,02
18439,강원,6.0,0.0,47.8,2019,02
18440,충북,3.2,0.0,55.4,2019,02
18441,충남,2.9,0.0,57.6,2019,02
18442,전북,5.0,0.0,64.6,2019,02
18443,전남,8.8,0.0,55.1,2019,02
18444,경북,7.5,0.0,58.3,2019,02
18445,경남,8.6,0.0,44.4,2019,02
18446,제주,8.9,0.0,52.8,2019,02
18447,서울,7.8,0.0,31.3,2019,02
18448,부산,10.4,0.0,62.5,2019,02
18449,대구,9.1,0.0,67.9,2019,02
18450,광주,8.0,0.0,73.6,2019,02
18451,인천,6.0,0.0,48.5,2019,02
18452,대전,6.6,0.0,65.8,2019,02
18453,울산,9.5,0.0,67.9,2019,02
18454,경기,6.7,0.0,52.4,2019,02
18455,강원,8.3,0.0,60.0,2019,02
18456,충북,6.5,0.0,62.5,2019,02
18457,충남,5.1,0.0,51.9,2019,02
18458,전북,6.6,0.0,72.5,2019,02
18459,전남,9.4,0.0,72.3,2019,02
18460,경북,8.4,0.0,63.8,2019,02
18461,경남,9.1,0.0,64.9,2019,02
18462,제주,10.9,0.0,74.9,2019,02
18463,서울,6.6,0.0,39.5,2019,02
18464,부산,10.6,0.0,63.3,2019,02
18465,대구,9.0,0.0,60.9,2019,02
18466,광주,8.1,0.0,58.9,2019,02
18467,인천,5.5,0.0,62.5,2019,02
18468,대전,6.7,0.0,67.4,2019,02
18469,울산,9.2,0.0,72.3,2019,02
18470,경기,5.0,0.0,61.3,2019,02
18471,강원,7.1,0.0,51.6,2019,02
18472,충북,4.5,0.0,64.5,2019,02
18473,충남,3.5,0.0,65.4,2019,02
18474,전북,6.4,0.0,81.3,2019,02
18475,전남,10.2,0.0,61.5,2019,02
18476,경북,8.2,0.0,66.9,2019,02
18477,경남,9.3,0.0,69.4,2019,02
18478,제주,10.4,0.0,66.5,2019,02
18479,서울,6.6,0.0,42.3,2019,03
18480,부산,10.6,0.0,47.9,2019,03
18481,대구,8.4,0.0,43.3,2019,03
18482,광주,6.7,0.0,56.3,2019,03
18483,인천,5.5,0.0,64.9,2019,03
18484,대전,6.1,0.0,59.5,2019,03
18485,울산,8.7,0.0,56.3,2019,03
18486,경기,4.8,0.0,68.6,2019,03
18487,강원,7.3,0.0,43.8,2019,03
18488,충북,4.3,0.0,57.4,2019,03
18489,충남,3.3,0.0,73.6,2019,03
18490,전북,5.6,0.0,75.1,2019,03
18491,전남,9.3,0.0,49.4,2019,03
18492,경북,7.1,0.0,64.0,2019,03
18493,경남,8.8,0.0,45.8,2019,03
18494,제주,9.4,0.0,59.3,2019,03
18495,서울,7.8,0.0,37.6,2019,03
18496,부산,10.7,0.0,54.5,2019,03
18497,대구,8.0,0.0,57.9,2019,03
18498,광주,9.6,0.0,52.0,2019,03
18499,인천,6.7,0.0,57.4,2019,03
18500,대전,7.4,0.0,51.5,2019,03
18501,울산,8.9,0.0,62.0,2019,03
18502,경기,6.1,0.0,61.9,2019,03
18503,강원,8.5,0.0,44.1,2019,03
18504,충북,5.2,0.0,55.9,2019,03
18505,충남,5.7,0.0,60.0,2019,03
18506,전북,8.2,0.0,59.5,2019,03
18507,전남,10.3,0.0,54.9,2019,03
18508,경북,6.9,0.0,69.1,2019,03
18509,경남,9.0,0.0,53.4,2019,03
18510,제주,11.0,0.0,66.9,2019,03
18511,서울,9.4,0.0,36.4,2019,03
18512,부산,11.5,0.0,52.8,2019,03
18513,대구,10.0,0.0,53.0,2019,03
18514,광주,11.2,0.0,54.9,2019,03
18515,인천,7.9,0.0,49.0,2019,03
18516,대전,9.0,0.0,50.8,2019,03
18517,울산,10.5,0.0,57.1,2019,03
18518,경기,8.1,0.0,55.6,2019,03
18519,강원,9.7,0.0,48.3,2019,03
18520,충북,6.6,0.0,51.4,2019,03
18521,충남,7.8,0.0,47.9,2019,03
18522,전북,9.5,0.0,56.0,2019,03
18523,전남,11.2,0.0,58.6,2019,03
18524,경북,8.3,0.0,64.9,2019,03
18525,경남,10.5,0.0,55.1,2019,03
18526,제주,11.8,0.0,73.4,2019,03
18527,서울,9.9,0.0,46.1,2019,03
18528,부산,11.4,0.0,52.6,2019,03
18529,대구,10.9,0.0,49.8,2019,03
18530,광주,9.3,0.0,55.4,2019,03
18531,인천,7.8,0.0,63.9,2019,03
18532,대전,10.0,0.0,52.9,2019,03
18533,울산,9.7,0.0,66.5,2019,03
18534,경기,7.7,0.0,68.0,2019,03
18535,강원,8.9,0.0,62.9,2019,03
18536,충북,8.0,0.0,52.9,2019,03
18537,충남,6.5,0.0,67.4,2019,03
18538,전북,8.3,0.0,67.1,2019,03
18539,전남,12.1,0.0,48.9,2019,03
18540,경북,8.5,0.0,66.9,2019,03
18541,경남,10.7,0.0,54.8,2019,03
18542,제주,10.0,0.0,72.5,2019,03
18543,서울,8.4,0.0,66.3,2019,03
18544,부산,12.0,0.0,54.8,2019,03
18545,대구,10.1,0.0,52.6,2019,03
18546,광주,9.0,0.0,60.6,2019,03
18547,인천,6.8,0.0,83.1,2019,03
18548,대전,8.7,0.0,61.5,2019,03
18549,울산,11.1,0.0,55.9,2019,03
18550,경기,7.3,0.0,74.0,2019,03
18551,강원,12.2,0.0,36.8,2019,03
18552,충북,7.0,0.0,60.9,2019,03
18553,충남,5.7,0.0,81.4,2019,03
18554,전북,8.2,0.0,62.9,2019,03
18555,전남,10.5,0.0,56.8,2019,03
18556,경북,10.4,0.0,45.6,2019,03
18557,경남,10.4,0.0,63.9,2019,03
18558,제주,10.7,0.0,59.9,2019,03
18559,서울,8.4,0.0,55.0,2019,03
18560,부산,10.7,0.0,67.3,2019,03
18561,대구,11.2,0.0,49.8,2019,03
18562,광주,10.0,0.0,61.8,2019,03
18563,인천,7.0,0.0,70.5,2019,03
18564,대전,9.7,0.0,58.4,2019,03
18565,울산,10.1,0.0,71.1,2019,03
18566,경기,7.2,0.0,75.3,2019,03
18567,강원,9.5,0.0,56.0,2019,03
18568,충북,7.5,0.0,59.3,2019,03
18569,충남,5.5,0.0,75.3,2019,03
18570,전북,9.4,0.0,65.3,2019,03
18571,전남,10.1,0.0,67.3,2019,03
18572,경북,10.8,0.0,56.1,2019,03
18573,경남,9.3,0.0,78.1,2019,03
18574,제주,10.4,0.0,78.5,2019,03
18575,서울,7.0,0.0,51.1,2019,03
18576,부산,9.7,0.0,58.4,2019,03
18577,대구,8.7,0.0,55.5,2019,03
18578,광주,6.5,0.0,71.5,2019,03
18579,인천,6.4,0.0,54.8,2019,03
18580,대전,7.1,0.0,67.4,2019,03
18581,울산,7.5,0.0,73.1,2019,03
18582,경기,5.7,0.0,72.4,2019,03
18583,강원,5.8,0.0,70.8,2019,03
18584,충북,5.7,0.0,66.5,2019,03
18585,충남,4.2,0.0,74.0,2019,03
18586,전북,6.0,0.0,82.1,2019,03
18587,전남,9.4,0.0,54.5,2019,03
18588,경북,6.0,0.0,74.4,2019,03
18589,경남,8.8,0.0,61.1,2019,03
18590,제주,8.3,0.0,71.8,2019,03
18591,서울,6.1,0.0,39.4,2019,03
18592,부산,10.5,0.0,61.9,2019,03
18593,대구,8.5,0.0,52.5,2019,03
18594,광주,7.0,0.0,58.1,2019,03
18595,인천,5.0,0.0,57.0,2019,03
18596,대전,7.0,0.0,56.4,2019,03
18597,울산,8.9,0.0,68.8,2019,03
18598,경기,4.8,0.0,61.4,2019,03
18599,강원,9.6,0.0,41.1,2019,03
18600,충북,4.7,0.0,54.5,2019,03
18601,충남,3.1,0.0,67.4,2019,03
18602,전북,5.9,0.0,64.9,2019,03
18603,전남,8.8,0.0,57.3,2019,03
18604,경북,7.3,0.0,63.9,2019,03
18605,경남,8.3,0.0,67.6,2019,03
18606,제주,8.5,0.0,61.0,2019,03
18607,서울,7.2,0.0,31.8,2019,03
18608,부산,11.8,0.0,58.0,2019,03
18609,대구,10.9,0.0,46.0,2019,03
18610,광주,9.2,0.0,58.4,2019,03
18611,인천,6.3,0.0,53.3,2019,03
18612,대전,8.2,0.0,41.4,2019,03
18613,울산,11.4,0.0,59.4,2019,03
18614,경기,6.5,0.0,48.8,2019,03
18615,강원,13.2,0.0,10.4,2019,03
18616,충북,5.3,0.0,49.6,2019,03
18617,충남,5.3,0.0,51.1,2019,03
18618,전북,9.0,0.0,41.3,2019,03
18619,전남,10.4,0.0,64.6,2019,03
18620,경북,11.1,0.0,25.8,2019,03
18621,경남,9.8,0.0,65.9,2019,03
18622,제주,11.6,0.0,63.1,2019,03
18623,서울,10.1,0.0,26.4,2019,03
18624,부산,8.4,0.0,88.1,2019,03
18625,대구,8.5,0.0,76.0,2019,03
18626,광주,8.3,0.0,92.9,2019,03
18627,인천,9.0,0.0,37.8,2019,03
18628,대전,7.9,0.0,60.3,2019,03
18629,울산,8.2,0.0,90.8,2019,03
18630,경기,10.1,0.0,34.3,2019,03
18631,강원,9.1,0.0,50.6,2019,03
18632,충북,7.0,0.0,51.1,2019,03
18633,충남,7.8,0.0,39.6,2019,03
18634,전북,8.7,0.0,79.8,2019,03
18635,전남,8.4,0.0,85.4,2019,03
18636,경북,8.5,0.0,64.3,2019,03
18637,경남,7.1,0.0,83.0,2019,03
18638,제주,10.7,0.0,91.4,2019,03
18639,서울,6.6,0.0,61.0,2019,03
18640,부산,9.8,0.0,60.3,2019,03
18641,대구,8.2,0.0,69.3,2019,03
18642,광주,6.1,0.0,91.3,2019,03
18643,인천,5.1,0.0,81.3,2019,03
18644,대전,5.7,0.0,84.3,2019,03
18645,울산,9.9,0.0,64.0,2019,03
18646,경기,5.4,0.0,81.9,2019,03
18647,강원,8.3,0.0,50.3,2019,03
18648,충북,4.9,0.0,71.0,2019,03
18649,충남,3.7,0.0,87.5,2019,03
18650,전북,6.1,0.0,89.1,2019,03
18651,전남,8.7,0.0,68.8,2019,03
18652,경북,8.5,0.0,60.4,2019,03
18653,경남,8.3,0.0,64.4,2019,03
18654,제주,10.0,0.0,72.5,2019,03
18655,서울,3.9,0.0,55.1,2019,03
18656,부산,9.4,0.0,53.1,2019,03
18657,대구,8.4,0.0,55.8,2019,03
18658,광주,5.9,0.0,75.5,2019,03
18659,인천,4.3,0.0,61.8,2019,03
18660,대전,4.5,0.0,77.6,2019,03
18661,울산,9.1,0.0,52.4,2019,03
18662,경기,4.3,0.0,69.6,2019,03
18663,강원,6.6,0.0,48.0,2019,03
18664,충북,3.9,0.0,70.8,2019,03
18665,충남,3.8,0.0,69.8,2019,03
18666,전북,5.3,0.0,81.3,2019,03
18667,전남,7.6,0.0,66.6,2019,03
18668,경북,7.3,0.0,56.3,2019,03
18669,경남,8.2,0.0,51.1,2019,03
18670,제주,10.7,0.0,58.3,2019,03
18671,서울,3.5,0.0,38.5,2019,03
18672,부산,5.5,0.0,30.6,2019,03
18673,대구,5.3,0.0,30.0,2019,03
18674,광주,5.0,0.0,41.3,2019,03
18675,인천,3.8,0.0,44.6,2019,03
18676,대전,3.7,0.0,44.3,2019,03
18677,울산,5.4,0.0,27.6,2019,03
18678,경기,3.9,0.0,45.8,2019,03
18679,강원,4.6,0.0,23.3,2019,03
18680,충북,1.6,0.0,45.9,2019,03
18681,충남,2.7,0.0,51.3,2019,03
18682,전북,4.2,0.0,54.5,2019,03
18683,전남,6.0,0.0,35.1,2019,03
18684,경북,4.4,0.0,27.4,2019,03
18685,경남,5.1,0.0,26.6,2019,03
18686,제주,8.4,0.0,47.1,2019,03
18687,서울,5.0,0.0,45.3,2019,03
18688,부산,8.0,0.0,31.9,2019,03
18689,대구,6.8,0.0,30.1,2019,03
18690,광주,6.9,0.0,50.0,2019,03
18691,인천,5.3,0.0,58.3,2019,03
18692,대전,5.9,0.0,48.5,2019,03
18693,울산,7.3,0.0,27.6,2019,03
18694,경기,4.7,0.0,60.3,2019,03
18695,강원,6.3,0.0,27.3,2019,03
18696,충북,3.8,0.0,47.5,2019,03
18697,충남,,0.0,,2019,03
18698,전북,6.4,0.0,55.4,2019,03
18699,전남,7.3,0.0,47.1,2019,03
18700,경북,5.0,0.0,31.3,2019,03
18701,경남,6.6,0.0,32.8,2019,03
18702,제주,10.0,0.0,45.5,2019,03
18703,서울,5.5,0.0,72.8,2019,03
18704,부산,8.2,0.0,55.8,2019,03
18705,대구,6.8,0.0,52.0,2019,03
18706,광주,7.5,0.0,70.3,2019,03
18707,인천,5.2,0.0,79.9,2019,03
18708,대전,6.9,0.0,70.8,2019,03
18709,울산,7.2,0.0,58.9,2019,03
18710,경기,5.5,0.0,77.6,2019,03
18711,강원,5.5,0.0,62.4,2019,03
18712,충북,4.4,0.0,73.1,2019,03
18713,충남,4.4,0.0,85.8,2019,03
18714,전북,6.9,0.0,79.1,2019,03
18715,전남,8.0,0.0,60.9,2019,03
18716,경북,6.7,0.0,57.4,2019,03
18717,경남,6.5,0.0,52.1,2019,03
18718,제주,10.2,0.0,59.1,2019,03
18719,서울,4.3,0.0,69.9,2019,03
18720,부산,7.7,0.0,56.3,2019,03
18721,대구,7.6,0.0,48.4,2019,03
18722,광주,7.3,0.0,61.5,2019,03
18723,인천,4.7,0.0,74.9,2019,03
18724,대전,6.0,0.0,67.6,2019,03
18725,울산,7.5,0.0,56.5,2019,03
18726,경기,4.6,0.0,76.8,2019,03
18727,강원,5.9,0.0,57.6,2019,03
18728,충북,4.6,0.0,69.4,2019,03
